id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
174374,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,thịt cừu/thú rừng,185,18.99,0,11.5,0,,58,267,182,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174374",FALSE
174375,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,thịt cừu/thú rừng,297,26.06,0,20.61,0,,78,336,201,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174375",FALSE
174376,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,thịt cừu/thú rừng,290,23.27,0,21.12,0,,64,250,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174376",FALSE
174377,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,thịt cừu/thú rừng,342,15.32,0,30.71,0,,58,201,143,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174377",FALSE
174378,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,thịt cừu/thú rừng,340,23.06,0,26.82,0,,77,277,184,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174378",FALSE
174379,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,thịt cừu/thú rừng,269,22.7,0,19.08,0,,66,251,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174379",FALSE
174380,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,thịt cừu/thú rừng,244,17.19,0,18.94,0,,61,244,162,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174380",FALSE
174381,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,thịt cừu/thú rừng,337,31.1,0,22.65,0,,72,311,210,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174381",FALSE
174382,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",,thịt cừu/thú rừng,269,24.91,0,18.05,0,,78,314,200,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174382",FALSE
174383,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, roasted",,thịt cừu/thú rừng,267,22.93,0,18.75,0,,65,262,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174383",FALSE
174384,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, raw",,thịt cừu/thú rừng,232,17.95,0,17.2,0,,41,147,179,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174384",FALSE
174385,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, cooked",,thịt cừu/thú rừng,270,25.26,0,17.98,0,,46,161,211,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174385",FALSE
174386,"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",,thịt cừu/thú rừng,223,18.04,0,16.15,0,,45,131,170,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174386",FALSE
174387,"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",,thịt cừu/thú rừng,258,26.97,0,15.83,0,,47,118,175,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174387",FALSE
174388,"Lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, raw",,thịt cừu/thú rừng,311,15.87,0,27,0,,42,120,153,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174388",FALSE
174389,"Lamb, New Zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",,thịt cừu/thú rừng,317,19.86,0,25.74,0,,44,128,173,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174389",FALSE
174390,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",,thịt cừu/thú rừng,251,17.19,0,19.74,0,,42,137,168,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174390",FALSE
174391,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked, braised",,thịt cừu/thú rừng,342,29.43,0,24.03,0,,52,151,200,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174391",FALSE
174414,"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",,thịt cừu/thú rừng,237,21.26,0,16.89,0,,69,189,132,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174414",FALSE
174415,"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, grilled",,thịt cừu/thú rừng,305,28.48,0,21.2,0,,79,292,199,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174415",FALSE
174416,"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",,thịt cừu/thú rừng,147,24.07,0,5.59,0,,71,209,150,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174416",FALSE
174421,"Game meat , bison, ground, raw",,thịt cừu/thú rừng,223,18.67,0,15.93,0,,66,307,181,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174421",FALSE
174422,"Game meat, bison, ground, cooked, pan-broiled",,thịt cừu/thú rừng,238,23.77,0,15.13,0,,73,341,205,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174422",FALSE
174423,"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",,thịt cừu/thú rừng,171,28.05,0,5.65,0,,53,387,253,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174423",FALSE
174424,"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",,thịt cừu/thú rừng,193,33.78,0,5.43,0,,57,316,239,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174424",FALSE
174425,"Game meat, elk, ground, raw",,thịt cừu/thú rừng,172,21.76,0,8.82,0,,79,322,195,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174425",FALSE
174426,"Game meat, elk, ground, cooked, pan-broiled",,thịt cừu/thú rừng,193,26.64,0,8.74,0,,85,354,221,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174426",FALSE
174427,"Game meat, elk, loin, separable lean only, cooked, broiled",,thịt cừu/thú rừng,167,31,0,3.84,0,,54,404,256,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174427",FALSE
174428,"Game meat, elk, round, separable lean only, cooked, broiled",,thịt cừu/thú rừng,156,30.94,0,2.64,0,,51,392,266,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174428",FALSE
174429,"Game meat, elk, tenderloin, separable lean only, cooked, broiled",,thịt cừu/thú rừng,162,30.76,0,3.41,0,,50,392,285,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174429",FALSE
174430,"Game meat, deer, tenderloin, separable lean only, cooked, broiled",,thịt cừu/thú rừng,149,29.9,0,2.35,0,,57,434,299,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174430",FALSE
174431,"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",,thịt cừu/thú rừng,152,31.47,0,1.92,0,,45,377,272,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174431",FALSE
174434,"Lamb, New Zealand, imported, Intermuscular fat, raw",,thịt cừu/thú rừng,640,4.63,1.26,68.53,0,,34,119,61,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174434",FALSE
174435,"Lamb, New Zealand, imported, subcutaneous fat, raw",,thịt cừu/thú rừng,703,3.87,0.55,76.16,0,,28,93,45,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174435",FALSE
174436,"Lamb, New Zealand, imported, brains, cooked, soaked and fried",,thịt cừu/thú rừng,154,14.03,0,10.92,0,,101,258,384,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174436",FALSE
174437,"Lamb, New Zealand, imported, brains, raw",,thịt cừu/thú rừng,118,11.33,0,8.03,0,,117,307,327,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174437",FALSE
174438,"Lamb, New Zealand, imported, chump, boneless, separable lean only, raw",,thịt cừu/thú rừng,121,21.68,0,3.83,0,,62,346,201,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174438",FALSE
174439,"Lamb, New Zealand, imported, kidney, cooked, soaked and fried",,thịt cừu/thú rừng,112,19.78,0.18,3.56,0,,199,271,312,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174439",FALSE
174440,"Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised",,thịt cừu/thú rừng,234,27.88,0,13.6,0,,54,186,137,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174440",FALSE
174441,"Lamb, New Zealand, imported, flap, boneless, separable lean only, raw",,thịt cừu/thú rừng,180,21.72,0,10.31,0,,87,303,164,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174441",FALSE
174442,"Lamb, New Zealand, imported, kidney, raw",,thịt cừu/thú rừng,84,15.21,0.03,2.54,0,,168,231,245,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174442",FALSE
174443,"Lamb, New Zealand, imported, heart, cooked, soaked and simmered",,thịt cừu/thú rừng,161,26.26,0,6.21,0,,67,187,237,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174443",FALSE
174444,"Lamb, New Zealand, imported, heart, raw",,thịt cừu/thú rừng,105,18.09,0,3.68,0,,94,277,204,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174444",FALSE
174445,"Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered",,thịt cừu/thú rừng,144,21.13,0,6.61,0,,52,354,550,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174445",FALSE
174446,"Lamb, New Zealand, imported, sweetbread, raw",,thịt cừu/thú rừng,72,11,0,3.16,0,,39,302,310,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174446",FALSE
174447,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",,thịt cừu/thú rừng,159,25.29,0,6.44,0,,62,369,213,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174447",FALSE
174448,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw",,thịt cừu/thú rừng,121,20.93,0,4.09,0,,60,344,197,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174448",FALSE
174449,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",,thịt cừu/thú rừng,255,31.06,0,14.56,0,,59,213,175,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174449",FALSE
174450,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw",,thịt cừu/thú rừng,164,20.62,0,9.08,0,,82,321,189,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174450",FALSE
174451,"Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",,thịt cừu/thú rừng,156,28.99,0,4.49,0,,57,355,234,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174451",FALSE
174452,"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",,thịt cừu/thú rừng,120,21.5,0,3.77,0,,60,368,217,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174452",FALSE
174453,"Lamb, New Zealand, imported, hind-shank, separable lean only, cooked, braised",,thịt cừu/thú rừng,196,32.5,0,7.37,0,,72,258,180,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174453",FALSE
174454,"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",,thịt cừu/thú rừng,115,20.4,0.73,3.35,0,,82,327,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174454",FALSE
174455,"Lamb, New Zealand, imported, neck chops, separable lean only, raw",,thịt cừu/thú rừng,151,19.84,0,7.97,0,,81,323,175,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174455",FALSE
174456,"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",,thịt cừu/thú rừng,147,20.61,0,7.12,0,,63,334,192,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174456",FALSE
174457,"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried",,thịt cừu/thú rừng,208,27.43,0.41,10.7,0,,84,367,233,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174457",FALSE
174458,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted",,thịt cừu/thú rừng,192,25.08,0,10.13,0,,80,334,197,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174458",FALSE
174459,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, cooked, fast fried",,thịt cừu/thú rừng,162,26.31,0,6.35,0,,67,373,223,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174459",FALSE
174460,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",,thịt cừu/thú rừng,212,24.26,0.04,12.76,0,,65,353,210,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174460",FALSE
174461,"Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried",,thịt cừu/thú rừng,332,21.5,0.41,27.11,0,,73,313,194,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174461",FALSE
174462,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",,thịt cừu/thú rừng,274,21.13,0.1,20.98,0,,69,306,179,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174462",FALSE
174463,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, raw",,thịt cừu/thú rừng,273,16.56,0.2,22.9,0,,63,290,156,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174463",FALSE
174464,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",,thịt cừu/thú rừng,252,16.9,0.2,20.36,0,,58,280,150,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174464",FALSE
174465,"Chicken, capons, giblets, raw",,thịt gia cầm,130,18.28,1.42,5.18,0,,77,226,207,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174465",FALSE
174466,"Chicken, capons, giblets, cooked, simmered",,thịt gia cầm,164,26.39,0.76,5.4,0,,55,153,235,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174466",FALSE
174467,"Duck, domesticated, liver, raw",,thịt gia cầm,136,18.74,3.53,4.64,0,,140,230,269,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174467",FALSE
174468,"Duck, wild, meat and skin, raw",,thịt gia cầm,211,17.42,0,15.2,0,,56,249,168,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174468",FALSE
174469,"Duck, wild, breast, meat only, raw",,thịt gia cầm,123,19.85,0,4.25,0,,57,268,186,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174469",FALSE
174470,"Goose, domesticated, meat and skin, raw",,thịt gia cầm,371,15.86,0,33.62,0,,73,308,234,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174470",FALSE
174471,"Guinea hen, meat only, raw",,thịt gia cầm,110,20.64,0,2.47,0,,69,220,169,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174471",FALSE
174472,"Pheasant, raw, meat and skin",,thịt gia cầm,181,22.7,0,9.29,0,,40,243,214,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174472",FALSE
174473,"Pheasant, raw, meat only",,thịt gia cầm,133,23.57,0,3.64,0,,37,262,230,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174473",FALSE
174474,"Pheasant, breast, meat only, raw",,thịt gia cầm,133,24.37,0,3.25,0,,33,242,200,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174474",FALSE
174475,"Squab, (pigeon), meat and skin, raw",,thịt gia cầm,294,18.47,0,23.8,0,,54,199,248,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174475",FALSE
174476,"Emu, fan fillet, raw",,thịt gia cầm,103,22.5,0,0.8,0,,120,300,236,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174476",FALSE
174477,"Emu, fan fillet, cooked, broiled",,thịt gia cầm,154,31.27,0,2.3,0,,53,397,272,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174477",FALSE
174478,"Emu, flat fillet, raw",,thịt gia cầm,102,22.25,0,0.74,0,,150,240,229,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174478",FALSE
174479,"Emu, full rump, raw",,thịt gia cầm,112,22.83,0,1.64,0,,90,330,236,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174479",FALSE
174480,"Emu, top loin, cooked, broiled",,thịt gia cầm,152,29.07,0,3.13,0,,58,374,274,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174480",FALSE
174481,"Ostrich, ground, raw",,thịt gia cầm,165,20.22,0,8.7,0,,72,291,199,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174481",FALSE
174482,"Ostrich, ground, cooked, pan-broiled",,thịt gia cầm,175,26.15,0,7.07,0,,80,323,224,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174482",FALSE
174483,"Ostrich, fan, raw",,thịt gia cầm,117,21.81,0,2.65,0,,75,308,211,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174483",FALSE
174484,"Ostrich, outside leg, raw",,thịt gia cầm,115,22.86,0,1.96,0,,90,322,221,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174484",FALSE
174485,"Ostrich, outside strip, raw",,thịt gia cầm,120,23.36,0,2.21,0,,70,333,229,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174485",FALSE
174486,"Ostrich, outside strip, cooked",,thịt gia cầm,156,28.55,0,3.83,0,,72,367,254,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174486",FALSE
174487,"Ostrich, oyster, raw",,thịt gia cầm,125,21.55,0,3.67,0,,83,297,204,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174487",FALSE
174488,"Ostrich, tip trimmed, cooked",,thịt gia cầm,145,28.49,0,2.57,0,,80,362,251,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174488",FALSE
174489,"Ostrich, top loin, raw",,thịt gia cầm,119,21.67,0,2.95,0,,81,312,214,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174489",FALSE
174490,"Ostrich, top loin, cooked",,thịt gia cầm,155,28.12,0,3.87,0,,77,353,245,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174490",FALSE
174491,"Chicken, liver, all classes, cooked, pan-fried",,thịt gia cầm,172,25.78,1.11,6.43,0,,92,315,442,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174491",FALSE
174492,"Turkey, ground, 93% lean, 7% fat, patties, broiled",,thịt gia cầm,207,25.86,0,11.45,0,,91,247,210,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174492",FALSE
174493,"Turkey, ground, 85% lean, 15% fat, raw",,thịt gia cầm,180,16.9,0,12.54,0,,54,202,179,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174493",FALSE
174494,"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",,thịt gia cầm,258,25.11,0,17.45,0,,85,276,263,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174494",FALSE
174495,"Turkey, ground, 85% lean, 15% fat, patties, broiled",,thịt gia cầm,249,25.88,0,16.2,0,,81,242,235,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174495",FALSE
174496,"Chicken, skin (drumsticks and thighs), cooked, roasted",,thịt gia cầm,462,16.57,0,43.99,0,,85,181,151,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174496",FALSE
174497,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",,thịt gia cầm,187,22.72,0,10.73,0,,111,229,177,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174497",FALSE
174498,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",,thịt gia cầm,229,22.57,0,15.43,0,,76,245,187,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174498",FALSE
174499,"Chicken, dark meat, drumstick, meat only, with added solution, raw",,thịt gia cầm,106,19.19,0,3.26,0,,152,192,143,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174499",FALSE
174500,"Chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",,thịt gia cầm,164,24.23,0,7.73,0,,177,268,202,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174500",FALSE
174501,"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",,thịt gia cầm,403,12.26,1,38.94,0,,139,146,112,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174501",FALSE
174502,"Chicken, skin (drumsticks and thighs), with added solution, raw",,thịt gia cầm,386,11.11,0.01,37.9,0,,139,101,88,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174502",FALSE
174503,"Chicken, skin (drumsticks and thighs), with added solution, cooked, roasted",,thịt gia cầm,421,20.31,0.44,37.6,0,,162,198,176,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174503",FALSE
174504,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",,thịt gia cầm,183,21.55,0.13,10.71,0,,165,218,162,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174504",FALSE
174505,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",,thịt gia cầm,214,23.47,0.09,13.81,0,,174,254,197,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174505",FALSE
174506,"Chicken, broiler, rotisserie, BBQ, back meat only",,thịt gia cầm,212,21.85,0.31,13.87,0,,563,263,212,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174506",FALSE
174507,"Turkey, dark meat from whole, meat only, with added solution, raw",,thịt gia cầm,115,19.27,0.1,4.12,0,,167,226,191,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174507",FALSE
174508,"Turkey, dark meat, meat only, with added solution, cooked, roasted",,thịt gia cầm,158,26.1,0,6,0,,201,227,208,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174508",FALSE
174509,"Turkey, dark meat from whole, meat and skin, with added solution, raw",,thịt gia cầm,169,17.84,0.15,10.83,0,,161,202,172,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174509",FALSE
174510,"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",,thịt gia cầm,199,25.55,0,10.81,0,,206,232,213,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174510",FALSE
174511,"Turkey from whole, light meat, meat and skin, with added solution, raw",,thịt gia cầm,147,20.02,0.14,7.42,0,,195,220,214,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174511",FALSE
174512,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",,thịt gia cầm,157,26.52,0,5.64,0,,237,250,254,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174512",FALSE
174513,"Turkey, retail parts, breast, meat only, with added solution, raw",,thịt gia cầm,111,21.99,0,2.53,0,,124,237,181,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174513",FALSE
174514,"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",,thịt gia cầm,130,27.94,0,2.08,0,,184,264,219,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174514",FALSE
174515,"Turkey, retail parts, breast, meat only, raw",,thịt gia cầm,114,23.34,0,2.33,0,,74,267,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174515",FALSE
174516,"Turkey, retail parts, breast, meat only, cooked, roasted",,thịt gia cầm,136,29.51,0,1.97,0,,114,297,253,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174516",FALSE
174517,"Turkey, retail parts, wing, meat only, raw",,thịt gia cầm,112,22.48,0,2.49,0,,69,222,147,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174517",FALSE
174518,"Turkey, retail parts, thigh, meat only, raw",,thịt gia cầm,116,20.6,0,3.69,0,,75,269,177,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174518",FALSE
174519,"Turkey, breast, from whole bird, meat only, with added solution, roasted",,thịt gia cầm,127,26.97,0,2.08,0,,238,249,255,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174519",FALSE
174520,"Turkey, back, from whole bird, meat only, with added solution, raw",,thịt gia cầm,115,19.27,0.15,4.12,0,,167,226,191,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174520",FALSE
174521,"Turkey, back, from whole bird, meat only, with added solution, roasted",,thịt gia cầm,127,26.97,0,2.08,0,,238,249,255,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174521",FALSE
174522,"Soup, chicken mushroom, canned, condensed",,súp & nước sốt,100,1.61,11.95,4.84,3.2,,669,56,22,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174522",FALSE
174523,"Sauce, barbecue",,súp & nước sốt,172,0.82,40.77,0.63,0.9,,1027,232,20,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174523",FALSE
174524,"Sauce, salsa, ready-to-serve",,súp & nước sốt,29,1.52,6.64,0.17,1.9,,711,275,33,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174524",FALSE
174525,"Sauce, homemade, white, medium",,súp & nước sốt,147,3.84,9.17,10.63,0.2,,354,156,98,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174525",FALSE
174526,"Sauce, homemade, white, thick",,súp & nước sốt,186,3.99,11.61,13.83,0.3,,373,149,96,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174526",FALSE
174527,"Sauce, ready-to-serve, pepper or hot",,súp & nước sốt,11,0.51,1.75,0.37,0.3,,2643,144,11,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174527",FALSE
174528,"Sauce, ready-to-serve, pepper, TABASCO",,súp & nước sốt,12,1.29,0.8,0.76,0.6,,633,128,23,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174528",FALSE
174529,"Sauce, oyster, ready-to-serve",,súp & nước sốt,51,1.35,10.92,0.25,0.3,,2733,54,22,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174529",FALSE
174530,"Soup, minestrone, canned, reduced sodium, ready-to-serve",,súp & nước sốt,50,2,9,0.8,2.4,,215,186,34,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174530",FALSE
