id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,thai_bo_pct,is_estimated
2107,"Chân giò lợn Pork, leg","chân giò heo pork, leg",thịt,230,15.7,0,18.6,0,0,47,315,106,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07032, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",38,FALSE
2108,"Dạ dày bò Stomach, beef",,thịt,97,14.8,0,4.2,0,0,97,67,85,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07033, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",5,FALSE
2109,"Dạ dày lợn Stomach, hog","dạ dày heo stomach, hog",thịt,85,14.6,0,2.9,0,0,75,140,144,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07034, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
2110,"Đuôi lợn Hog, tail","đuôi heo hog, tail",thịt,467,10.8,0,47.1,0,0,21,114,50,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07038, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",30,FALSE
2111,"Gan bò Beef, liver",,thịt,110,17.4,3,3.1,0,,110,213,340,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07039, tr.82",0,FALSE
2112,Gan gà Chicken liver,,thịt,111,18.2,2,3.4,0,,71,335,260,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07040, tr.82",0,FALSE
2113,Gan vịt Duck liver,,thịt,122,17.1,2.8,4.7,0,,140,230,177,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07042, tr.82",0,FALSE
2114,Lưỡi bò Beef tongue,,thịt,164,13.6,0.2,12.1,0,,69,315,162,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07044, tr.82",8,FALSE
2115,"Lưỡi lợn Hog, tongue","lưỡi heo hog, tongue",thịt,178,14.2,1.4,12.8,0,,110,243,118,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07045, tr.82",3,FALSE
2116,Mề gà Chicken gizzard,,thịt,99,21.3,0.6,1.3,0,,69,237,150,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07048, tr.84",4,FALSE
2117,óc bò Brain beef,,thịt,124,9,0.5,9.5,0,,126,274,311,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07049, tr.84",8,FALSE
2118,óc lợn Hog brain,óc heo hog brain,thịt,123,9,0.4,9.5,0,,120,258,311,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07050, tr.84",8,FALSE
2119,"Phổi bò Beef, lung",,thịt,103,15.2,0,4.7,0,0,198,340,195,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07051, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",8,FALSE
2120,Phổi lợn Hog lung raw,phổi heo hog lung raw,thịt,92,14.8,0,3.6,0,0,153,303,230,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07052, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",8,FALSE
2121,"Sườn lợn Pork, ribs","sườn heo pork, ribs",thịt,187,17.9,0,12.8,0,0,60,200,160,75.8,"USDA/ODS-NIH Purine DB R2.0 (2025) — Pork ribs, raw. Sườn lợn Pork, ribs. Mức tin cậy: khớp trực tiếp.",,,,,NIN,"Bảng TPTP VN 2017, mã 07053, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",57,FALSE
2122,Tai lợn Hog ears,tai heo hog ears,thịt,126,21,1.3,4.1,0,,191,55,41,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07054, tr.84",4,FALSE
2123,"Tim bò Beef, heart",,thịt,89,15,0.6,3,0,,98,287,185,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07055, tr.84",8,FALSE
2124,Tim gà Chicken heart,,thịt,114,16,0,5.5,0,0,74,176,177,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07056, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",0,FALSE
2125,Tiết lợn luộc Hog boiled blood,tiết heo luộc hog boiled blood,thịt,44,10.7,0,0.1,0,0,343,131,12,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07059, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",0,FALSE
2126,Ba tê Pate,,thịt,326,10.8,15.4,24.6,0,,95,166,88,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07063, tr.86",0,FALSE
2127,"Chả lợn Pork, grilled mince fat meat","chả heo pork, grilled mince fat meat",thịt,517,10.8,5.1,50.4,0,,339,407,100,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07064, tr.86",0,FALSE
2128,Nem chạo Roll pork with meat pork skin and,,thịt,116,12.1,13.35,1.6,0.3,,70,38,25,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07072, tr.86",0,FALSE
2129,Ruốc thịt lợn Salted shredded pork,ruốc thịt heo salted shredded pork,thịt,369,46.6,0,20.3,0,0,1472,371,16,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07074, tr.86 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",0,FALSE
2130,Thịt bò khô Dried beef,,thịt,239,51,5.2,1.6,0,,312,135,476,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07075, tr.88",0,FALSE
2131,Ếch (thịt đùi) Frog,,thịt,90,20,0,1.1,0,0,58,285,147,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07080, tr.88 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",0,FALSE
2132,Lòng gà (cả bộ) Chicken giblets,,thịt,119,17.88,1.79,4.47,0,,77,228,197,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07082, tr.88",0,FALSE
2133,"Cá diếc Mullet, harder",,thủy sản,87,17.7,0,1.8,0,0,35,271,152,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08006, tr.94 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",45,FALSE
2134,Cá đối Flathead grey mullet,,thủy sản,108,19.5,0,3.3,0,0,65,357,224,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08009, tr.94 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",42,FALSE
2135,Cá mè Silver carp,,thủy sản,144,15.4,0,9.1,0,0,31,319,215,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08014, tr.94 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",36,FALSE
2136,Cá thu đao Pacific saury,,thủy sản,156,20,0,8.4,0,0,86,406,190,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08027, tr.96 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",30,FALSE
2137,Cá trắm cỏ Grass carp,,thủy sản,91,17,0,2.6,0,0,26,305,145,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08029, tr.96 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",35,FALSE
2138,Cá trê Catfish,,thủy sản,173,16.5,0,11.9,0,0,53,299,210,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08030, tr.96 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",40,FALSE
2139,Cá trôi Mrigal carp,,thủy sản,127,18.8,0,5.7,0,0,14,314,185,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08032, tr.98 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",27.6,FALSE
2140,Cua bể Crab sea water,,thủy sản,103,17.5,7,0.6,0,,316,322,191,,,,,,hải sản,NIN,"Bảng TPTP VN 2017, mã 08033, tr.98",40,FALSE
2141,"Lươn Eel, silver - pike",,thủy sản,130,18.4,10.7,1.5,0,,51,272,164,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08038, tr.98",35,FALSE
2142,Mực khô Dried cuttle fish squid,,thủy sản,291,60.1,2.5,4.5,0,,445,1368,287,,,,,,hải sản,NIN,"Bảng TPTP VN 2017, mã 08039, tr.98",4,FALSE
2143,Sò Oyster,,thủy sản,51,8.8,3,0.4,0,,380,223,82,,,,,,hải sản,NIN,"Bảng TPTP VN 2017, mã 08048, tr.100",80,FALSE
2144,"Tôm đồng Shrimp, fresh water",,thủy sản,90,18.4,0,1.8,0,0,418,316,150,,,,,,hải sản,NIN,"Bảng TPTP VN 2017, mã 08052, tr.100 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",10,FALSE
2145,Trai Mussel fresh water,,thủy sản,38,4.6,2.5,1.1,0,,56,314,107,,,,,,hải sản,NIN,"Bảng TPTP VN 2017, mã 08054, tr.100",60,FALSE
2146,Bánh tôm sống phồng Raw shrimp chips,,thủy sản,381,3.4,75.3,7.4,0,,418,195,50,,,,,,hải sản,NIN,"Bảng TPTP VN 2017, mã 08056, tr.100",0,FALSE
2147,"Lòng trứng đỏ gà Hen egg, yolk",,trứng,327,13.6,1,29.8,0,,108,169,532,,,,,,trứng,NIN,"Bảng TPTP VN 2017, mã 09002, tr.106",0,FALSE
2148,"Lòng trứng trắng gà Hen egg, white",,trứng,46,10.3,1,0.1,0,,215,172,16,,,,,,trứng,NIN,"Bảng TPTP VN 2017, mã 09003, tr.106",0,FALSE
2149,"Trứng cá muối Fish red, granule caviar, black and",,trứng,274,24.6,3.5,17.9,0,,1500,181,356,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 09009, tr.106",0,FALSE
2150,"Sữa bò tươi Milk cow, fresh (Fluid)",,sữa,74,3.9,4.8,4.4,0,,380,143,95,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10001, tr.110",0,FALSE
2151,Sữa dê tươi Milk goat’s whole,,sữa,69,3.5,4.5,4.1,0,4.45,50,204,126,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10002, tr.110 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 10002]",0,FALSE
2153,Sữa vớt béo chua Yogurt (Skimmed milk),,sữa,26,3.4,3.1,0,0,,135,339,109,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10005, tr.110",0,FALSE
2154,Sữa tách bột béo Skimmed milk powder,,sữa,357,35,52,1,0,51.48,535,1794,980,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10007, tr.110 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 10007]",0,FALSE
2155,"Mận đường nước Plum, ened canned sweet-",,đồ hộp,62,0.3,14.9,0.1,1.8,,20,93,15,,,,,,,NIN,"Bảng TPTP VN 2017, mã 11006, tr.114",10,FALSE
2156,Bột ca cao Cocoa powder,,đồ ngọt,423,23.3,44.2,17,4.6,1.75,21,1524,734,,,,,,,NIN,"Bảng TPTP VN 2017, mã 12012, tr.120 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 12012]",0,FALSE
2157,Mật ong Honey,,đồ ngọt,327,0.4,81.3,0,0,81.02,4,52,16,,,,,,,NIN,"Bảng TPTP VN 2017, mã 12026, tr.122 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 12026]",0,FALSE
2158,Muối Table salt,,gia vị,0,0,0,0,0,0,38758,4,70,,,,,,,NIN,"Bảng TPTP VN 2017, mã 13005, tr.126 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 13005]",0,FALSE
2159,"Nghệ tươi Turmeric, rhizome, fresh",,gia vị,377,0,82.5,5.2,0.9,,5,356,22,,,,,,,NIN,"Bảng TPTP VN 2017, mã 13007, tr.126",10,FALSE
2160,Magi Soybean sauce,,gia vị,65,10,6.1,0.1,0,1.7,5586,212,130,,,,,,,NIN,"Bảng TPTP VN 2017, mã 13010, tr.126 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 13010]",0,FALSE
2161,Sốt mayonnaise Mayonnaise,,gia vị,701,0,0.1,77.8,0,0.1,486,14,25,,,,,,trứng,NIN,"Bảng TPTP VN 2017, mã 13023, tr.128 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 13023]",0,FALSE
2162,"Bia (cồn: 4,5 g) Beer hol) light (4,5 % Alco-",,đồ uống,43,0.5,2.3,0,0,,4,27,26,,,,,,,NIN,"Bảng TPTP VN 2017, mã 14001, tr.132",0,FALSE
2163,"Nước ép cà chua Tomato salt added juice, without",,đồ uống,21,0.8,3,0.6,0.4,,10,229,13,,,,,,,NIN,"Bảng TPTP VN 2017, mã 14007, tr.132",0,FALSE
2164,Nước quít tươi Mandarins juice (fresh),,đồ uống,25,0.4,5.3,0.2,0.2,,1,178,24,,,,,,,NIN,"Bảng TPTP VN 2017, mã 14009, tr.132",0,FALSE
2165,"Rượu (cồn 9,5 vang g) trắng White alcohol) wine (9.5%",,đồ uống,66,0.1,0.2,0,0,0.2,4,61,6,,,,,,,NIN,"Bảng TPTP VN 2017, mã 14014, tr.134 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 14014]",0,FALSE
2166,"Rượu trắng 10.2 g) vang ngọt (cồn White (10.2% wine, alcohol) sweet",,đồ uống,96,0.2,5.9,0,0,5.9,13,110,13,,,,,,,NIN,"Bảng TPTP VN 2017, mã 14015, tr.134 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 14015]",0,FALSE
3000,Gạo nếp cái,,ngũ cốc,346,8.6,74.9,1.5,0.6,,3,282,98,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3001,Gạo tẻ máy,,ngũ cốc,344,7.9,76.2,1,0.4,,5,241,104,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3002,Gạo tẻ giã,,ngũ cốc,344,8.1,75.3,1.3,0.7,,5,202,108,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3003,Kê,,ngũ cốc,331,7,69,3,3.4,,7,249,290,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3004,Bột mỳ,,ngũ cốc,346,11,72.9,1.1,0.3,,4,186,132,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3005,Củ sắn,củ khoai mì,khoai củ,152,1.1,36.4,0.2,9.2,,2,394,30,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3006,Khoai sọ,,khoai củ,114,1.8,26.5,0.1,1.2,,10,448,75,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3007,Cùi dừa già,,hạt,368,4.8,6.2,36,4.2,,7,555,154,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3008,Đậu hà lan,,đậu,342,22.2,60.1,1.4,6,,9,135,303,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3009,Lạc hạt,đậu phộng hạt,hạt,573,27.5,15.5,44.5,2.5,4.72,4,421,420,,,,,,lạc,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho') | sugar_g = 4.72 g/100 g tra chéo từ USDA FoodData Central fdcId:peanuts all types raw 'Peanuts, all types, raw' [R2 CHỐT 2026-08-18 (DAT-28): chỉ bổ sung cột đường, nguồn của các chỉ số còn lại giữ nguyên như ghi ở trên. Ánh xạ do R2 đối chiếu tay từng dòng, không khớp tên tự động.]",,FALSE
3010,Quả cọ tươi,,hạt,178,2.3,12.1,13.4,3.5,,49,508,34,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3011,"Vừng đen, trắng","mè đen, trắng",hạt,568,20.1,17.6,46.4,3.5,,49,508,379,,,,,,vừng,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3012,Bí xanh,,rau,12,0.6,2.4,0,1,,13,150,23,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3013,Bí ngô,bí đỏ,rau,24,0.3,5.6,0,0.7,,8,349,16,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3014,Cà pháo,,rau,20,1.5,3.6,0,1.6,,7,221,16,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3015,Cải xoong,,rau,14,2.1,1.4,0,2,,85,211,28,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3016,Cải thìa,,rau,16,1.4,2.6,0,1.8,,25,200,30,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3017,Cần tây,,rau,47,3.7,8.1,0,1.5,,96,326,128,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3018,Đậu cô ve,,rau,73,5,13.3,0,1,,96,254,122,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
